epoch,conf_accuracy,conf_loss,loc_accuracy,loc_loss,loss,lr,val_conf_accuracy,val_conf_loss,val_loc_accuracy,val_loc_loss,val_loss
0,0.00467668566852808,3.195594549179077,0.1445481777191162,1.7302253246307373,4.925820350646973,1e-04,0.0016886141384020448,3.1992576122283936,0.1871631145477295,2.0605990886688232,5.2598557472229
1,0.003769854549318552,2.17771053314209,0.19104820489883423,1.1946213245391846,3.372331380844116,1e-04,0.003813227405771613,2.368738889694214,0.2023424655199051,1.4560983180999756,3.8248367309570312
2,0.005997808184474707,1.4557846784591675,0.19288519024848938,0.9514354467391968,2.4072213172912598,1e-04,0.005823441781103611,1.6354750394821167,0.18434034287929535,1.2446277141571045,2.8801028728485107
3,0.007416941691190004,0.9530729055404663,0.1946336030960083,0.8011608123779297,1.7542325258255005,1e-04,0.0069531043991446495,1.2262831926345825,0.19988855719566345,1.184165120124817,2.410447835922241
4,0.008286971598863602,0.5943159461021423,0.19837290048599243,0.6899425983428955,1.284258484840393,1e-04,0.00771455280482769,0.9012706279754639,0.19548557698726654,1.1001427173614502,2.001413345336914
5,0.008864330127835274,0.34460586309432983,0.19870302081108093,0.5907534956932068,0.9353590607643127,1e-04,0.007945060729980469,0.825002908706665,0.1730204075574875,1.0206841230392456,1.8456867933273315
6,0.009175268933176994,0.2053033858537674,0.20014578104019165,0.5006298422813416,0.7059329152107239,1e-04,0.008568375371396542,0.5857933759689331,0.19220778346061707,0.9754762649536133,1.5612690448760986
7,0.009354066103696823,0.12748903036117554,0.20198220014572144,0.4357420802116394,0.5632306933403015,1e-04,0.008796317502856255,0.44992929697036743,0.1969069093465805,0.9103079438209534,1.3602373600006104
8,0.009468394331634045,0.08173849433660507,0.20301887392997742,0.37711256742477417,0.45885130763053894,1e-04,0.009087767452001572,0.3227984309196472,0.18455396592617035,0.8586448431015015,1.1814435720443726
9,0.009535693563520908,0.05231565982103348,0.19891685247421265,0.3309941291809082,0.3833096921443939,1e-04,0.009186557494103909,0.28961583971977234,0.18463842570781708,0.8208887577056885,1.1105046272277832
10,0.009575058706104755,0.036542367190122604,0.19711315631866455,0.29051247239112854,0.32705503702163696,1e-04,0.009223977103829384,0.25238484144210815,0.19677753746509552,0.8135167360305786,1.0659016370773315
11,0.009596556425094604,0.02752627059817314,0.20002411305904388,0.26068809628486633,0.28821420669555664,1e-04,0.00929389987140894,0.22159992158412933,0.2095908671617508,0.7694897055625916,0.9910897016525269
12,0.009607079438865185,0.02177581936120987,0.19861310720443726,0.2347441017627716,0.2565200626850128,1e-04,0.00935890432447195,0.19802354276180267,0.20126861333847046,0.7759523987770081,0.9739757776260376
13,0.00961591862142086,0.017713231965899467,0.2021588683128357,0.21379952132701874,0.23151274025440216,1e-04,0.009389054030179977,0.1721382588148117,0.20927995443344116,0.6984699368476868,0.8706081509590149
14,0.009623396210372448,0.013903871178627014,0.19814689457416534,0.19514097273349762,0.20904488861560822,1e-04,0.009461328387260437,0.1328945904970169,0.20695818960666656,0.6654334664344788,0.7983280420303345
15,0.009627215564250946,0.011271958239376545,0.2040436714887619,0.1807379424571991,0.19200988113880157,1e-04,0.009465605020523071,0.15101182460784912,0.2119000107049942,0.707439124584198,0.8584508299827576
