epoch,conf_accuracy,conf_loss,loc_accuracy,loc_loss,loss,lr,val_conf_accuracy,val_conf_loss,val_loc_accuracy,val_loc_loss,val_loss
47,0.998677194,0.126355082,0.2234952,0.18282038,0.309175462,0.001,0.994322181,2.565368414,0.242200136,0.712977469,3.278344631
48,0.998773754,0.107108794,0.235832512,0.168627545,0.27573657,0.001,0.994253755,2.6260674,0.201620579,0.677769482,3.303835869
49,0.998689353,0.127686918,0.200730592,0.180099875,0.307786912,0.001,0.994270444,2.629704475,0.259527832,0.705233157,3.334938049
50,0.998391211,0.192344859,0.22980547,0.208578825,0.400923401,1.00E-04,0.995636821,1.556983948,0.23458758,0.474059522,2.031044006
51,0.998656988,0.129845008,0.218228832,0.164202064,0.294047147,1.00E-04,0.995791852,1.494180083,0.226287767,0.454067945,1.948248386
52,0.998790741,0.10164322,0.210385501,0.14466016,0.246303424,1.00E-04,0.995901287,1.421530366,0.217835292,0.43175438,1.853284597
53,0.998867333,0.083685338,0.211430654,0.13094002,0.214625359,1.00E-04,0.99601227,1.402186275,0.216682956,0.42152229,1.823708415
54,0.998928428,0.071569331,0.206889421,0.120820783,0.192390084,1.00E-04,0.996041775,1.4163239,0.215167969,0.419420093,1.835744262
55,0.998984396,0.061892342,0.209492996,0.112315185,0.174207628,1.00E-04,0.996042252,1.453932285,0.212590903,0.42524761,1.879180193
56,0.999023438,0.053901844,0.203531608,0.104543976,0.158445895,1.00E-04,0.996154726,1.43500495,0.20708628,0.410920888,1.845925927
57,0.999058008,0.047765676,0.204710409,0.098630399,0.146396026,1.00E-04,0.996209443,1.426924944,0.215538964,0.399630517,1.82655561
58,0.999079823,0.044446517,0.210464343,0.093962707,0.138409197,1.00E-04,0.996209443,1.461770415,0.212244704,0.403734922,1.865505338
59,0.999105155,0.039599493,0.205823973,0.088902406,0.128501892,1.00E-04,0.996221185,1.46149981,0.201985583,0.399356186,1.860855937
60,0.999120951,0.037019253,0.206556395,0.084552035,0.12157131,1.00E-04,0.996097624,1.600453377,0.209192067,0.418254048,2.018707514
61,0.999123394,0.040151734,0.206762582,0.083781891,0.123933606,1.00E-04,0.996271014,1.496242523,0.216996655,0.399098724,1.895341396
62,0.999137044,0.033133268,0.204769999,0.079082482,0.11221581,1.00E-04,0.996247292,1.492462873,0.214801893,0.392735422,1.885198116
63,0.999157131,0.02930595,0.205409631,0.075087756,0.104393698,1.00E-04,0.99630779,1.487532496,0.203032702,0.385648966,1.87318182
64,0.999167621,0.027341828,0.204068512,0.072523698,0.099865459,1.00E-04,0.996315897,1.492272735,0.213015988,0.375548899,1.867821217
65,0.999174595,0.02580777,0.203195646,0.069868021,0.095675789,1.00E-04,0.996285796,1.533555865,0.208431914,0.386152983,1.919708967
66,0.999180555,0.023678772,0.206210434,0.067529768,0.09120851,1.00E-04,0.996303499,1.520740628,0.203884169,0.375100523,1.895841122
67,0.999188662,0.022455869,0.201185644,0.065462165,0.087918013,1.00E-04,0.996303499,1.521293521,0.202512249,0.373850167,1.89514327
68,0.999195397,0.020865623,0.203242734,0.063052781,0.083918422,1.00E-04,0.996316791,1.521302819,0.208195627,0.371437013,1.892739892
69,0.999199569,0.019684369,0.202863768,0.060776595,0.080460973,1.00E-04,0.996327043,1.553412795,0.211312845,0.373862922,1.927275538
70,0.999208629,0.018463956,0.199087322,0.058994528,0.077458486,1.00E-04,0.99635011,1.5341115,0.199938372,0.367007673,1.901119113
71,0.99920994,0.01779036,0.198229685,0.057558473,0.075348847,1.00E-04,0.996372402,1.571036816,0.203754172,0.364316046,1.935353041
72,0.999214947,0.01714416,0.197881401,0.056427103,0.07357128,1.00E-04,0.996238947,1.673362732,0.20070453,0.387344331,2.060706854
73,0.999212921,0.018544432,0.195695087,0.055925075,0.074469566,1.00E-04,0.996303082,1.665699959,0.199425399,0.379670411,2.04537034
74,0.999210656,0.020978214,0.197250873,0.056015648,0.076993853,1.00E-04,0.996254325,1.689374208,0.198194385,0.388233155,2.077606678
75,0.999198198,0.026649807,0.193696067,0.058179766,0.084829561,1.00E-04,0.996418357,1.569986463,0.205703005,0.363065511,1.933052063
76,0.999217093,0.01692972,0.195618704,0.054325942,0.071255669,1.00E-04,0.996532083,1.522116184,0.196866706,0.343119144,1.865235209
77,0.999224782,0.017646026,0.193064913,0.051917683,0.069563694,1.00E-04,0.996495783,1.565465808,0.194519505,0.352661043,1.918126583
78,0.999218702,0.022311592,0.195381612,0.054079022,0.076390587,1.00E-04,0.996493399,1.557569385,0.192799881,0.343970835,1.90154016
79,0.999222517,0.015466589,0.189698085,0.051688712,0.067155309,1.00E-04,0.996615946,1.530042291,0.194136322,0.328292012,1.858334064
80,0.999228001,0.013348648,0.195473969,0.049137663,0.062486306,1.00E-04,0.996624887,1.53500998,0.194235533,0.325492322,1.860502362
81,0.999228716,0.012590311,0.194166064,0.047761429,0.060351737,1.00E-04,0.996616542,1.55480504,0.198877782,0.329006016,1.883810759
82,0.999235809,0.012300218,0.197893262,0.046426542,0.058726721,1.00E-04,0.996571243,1.59967947,0.202199832,0.335638225,1.935317993
83,0.999234736,0.011684125,0.194407195,0.045541815,0.057225931,1.00E-04,0.996639431,1.575502396,0.195477247,0.324488521,1.899991155
84,0.999240696,0.010776437,0.197146803,0.044485029,0.055261496,1.00E-04,0.996628106,1.591099501,0.193507016,0.328045338,1.919144988
85,0.999240696,0.010444957,0.196591794,0.043523807,0.053968787,1.00E-04,0.996623218,1.60365057,0.192682907,0.331106395,1.934757352
86,0.999240696,0.010346765,0.194047078,0.042647745,0.052994516,1.00E-04,0.996589839,1.610274434,0.194712371,0.332015395,1.942289829
87,0.999236763,0.010609503,0.197427854,0.042467251,0.05307677,1.00E-04,0.996593893,1.634272933,0.199688196,0.337047428,1.971320748
88,0.999242425,0.009513931,0.193985656,0.04132589,0.050839838,1.00E-04,0.996653795,1.606213093,0.194935188,0.323173493,1.929386973
89,0.999247193,0.00906051,0.196712971,0.040396802,0.049457327,1.00E-04,0.996686518,1.600187182,0.193066522,0.317201167,1.917388439
90,0.999244988,0.008774238,0.196817011,0.039380148,0.048154388,1.00E-04,0.996671081,1.607701778,0.194841519,0.317695528,1.925397277
91,0.999249637,0.008187842,0.196435601,0.03885648,0.047044341,1.00E-04,0.996691823,1.608026147,0.19394964,0.316188276,1.924214363
92,0.999249995,0.008147664,0.190227315,0.038049426,0.046197094,1.00E-04,0.996668756,1.639374971,0.195437253,0.317936063,1.957311511
93,0.999243796,0.009614184,0.194217816,0.037865128,0.047479346,1.00E-04,0.996667027,1.649982452,0.197086737,0.325034887,1.975016713
94,0.999247193,0.008191808,0.197270021,0.037218966,0.045410793,1.00E-04,0.99669075,1.627117753,0.192331165,0.314665496,1.941783547
95,0.999245167,0.007276599,0.197635144,0.035956193,0.043232754,1.00E-04,0.996723056,1.630353451,0.184800506,0.309751362,1.940104842
96,0.999246061,0.007081541,0.195265144,0.035297129,0.042378664,1.00E-04,0.996739328,1.636807799,0.194099754,0.306001127,1.942808628
97,0.999249637,0.007086827,0.199243397,0.034953497,0.042040337,1.00E-04,0.996722221,1.660016179,0.197329864,0.311751366,1.971767545
98,0.999249756,0.006667874,0.19821465,0.034308422,0.040976312,1.00E-04,0.996721983,1.673105121,0.191622749,0.312983841,1.986089349
99,0.999254882,0.006379867,0.191941559,0.033670072,0.040049944,1.00E-04,0.996699989,1.674998164,0.200331181,0.313764811,1.988763094
100,0.999249578,0.006377705,0.197070688,0.033132203,0.039509881,1.00E-04,0.996715128,1.667923212,0.191727743,0.309738368,1.977661729
101,0.999249876,0.006587353,0.192047149,0.032749612,0.039336964,1.00E-04,0.996661246,1.738070846,0.19371742,0.331113935,2.069185019
102,0.999247432,0.006538466,0.193422213,0.03268696,0.039225433,1.00E-04,0.996756613,1.676170349,0.190048099,0.313308686,1.989479184
103,0.99924916,0.006118896,0.194998682,0.032011386,0.038130268,1.00E-04,0.996753633,1.678719878,0.190976128,0.306895345,1.985614896
104,0.99925071,0.006046853,0.197091043,0.031425234,0.037472118,1.00E-04,0.996665537,1.74731946,0.192547768,0.320849955,2.068169594
105,0.999245048,0.011903246,0.19222039,0.034506578,0.046409797,1.00E-04,0.996723294,1.693413138,0.177636996,0.312769055,2.006182432
106,0.999247849,0.006381542,0.193778455,0.031912759,0.038294312,1.00E-04,0.996763706,1.672978759,0.19217293,0.30339995,1.976379037
107,0.999248624,0.005812881,0.190619037,0.030410172,0.036223069,1.00E-04,0.996755779,1.689137936,0.191515401,0.303693235,1.992831111
108,0.999251246,0.005647952,0.19482784,0.030135375,0.035783321,1.00E-04,0.996756852,1.698109865,0.191678554,0.304603547,2.002713203
109,0.999249458,0.005085054,0.194485247,0.029295132,0.034380209,1.00E-04,0.996728182,1.765056372,0.190402627,0.314775795,2.0798316
110,0.999247074,0.005106141,0.190427527,0.029286075,0.034392219,1.00E-04,0.996759593,1.718551993,0.179632232,0.3071706,2.025722504
111,0.999250293,0.004758659,0.189162254,0.028604608,0.033363253,1.00E-04,0.996772468,1.707721114,0.17893067,0.302021027,2.00974226
112,0.999247313,0.005029612,0.189798445,0.028963784,0.033993397,1.00E-04,0.996761978,1.72186625,0.180225194,0.303281784,2.025148392
113,0.999249041,0.00520041,0.187469274,0.028408712,0.0336091,1.00E-04,0.996799588,1.693368554,0.181515649,0.296230853,1.989599228
114,0.999248505,0.004814879,0.188850224,0.028386496,0.033201382,1.00E-04,0.996786594,1.69847858,0.185694963,0.297724336,1.996203184
115,0.999247193,0.004648446,0.187574998,0.027534518,0.032182969,1.00E-04,0.996809423,1.688276887,0.183451235,0.292331338,1.980608463
116,0.999249458,0.004301509,0.190563872,0.026863739,0.031165268,1.00E-04,0.996794701,1.715804935,0.193728328,0.293912143,2.009716749
117,0.999252737,0.004128393,0.194374502,0.026342178,0.030470572,1.00E-04,0.996790171,1.733609676,0.181755349,0.297091752,2.030701399
118,0.999251068,0.004345975,0.190198958,0.026397781,0.030743763,1.00E-04,0.996794462,1.719409585,0.190556169,0.293109536,2.012518883
119,0.999255121,0.003834568,0.18945241,0.025871366,0.029705962,1.00E-04,0.996804714,1.72105813,0.190087229,0.294131666,2.015189886
120,0.999251246,0.004288635,0.190826073,0.026276942,0.030565565,1.00E-04,0.996799827,1.748811126,0.189357013,0.298403919,2.047215223
121,0.999248624,0.004136033,0.188583851,0.025404224,0.029540278,1.00E-04,0.996803045,1.751603723,0.188504249,0.296052158,2.047656059
122,0.999245524,0.006476247,0.192095593,0.026184432,0.032660682,1.00E-04,0.996712804,1.804324269,0.185123384,0.31626296,2.120586872
123,0.999249041,0.004698201,0.192089111,0.026420198,0.031118376,1.00E-04,0.996790826,1.747430086,0.183871195,0.297329992,2.044759989
124,0.999247551,0.003707714,0.188467488,0.024900433,0.028608147,1.00E-04,0.996792793,1.743851662,0.183475614,0.293153107,2.037004948
125,0.999248266,0.003361818,0.189255327,0.023953091,0.027314927,1.00E-04,0.996810913,1.753056645,0.179403648,0.293052316,2.046108961
126,0.999245584,0.003538466,0.188506722,0.024285307,0.02782377,1.00E-04,0.99681288,1.754098535,0.18267034,0.291683972,2.045782566
127,0.999247968,0.003957001,0.190185711,0.023801211,0.0277582,1.00E-04,0.996814787,1.766316891,0.182274967,0.293180764,2.059497356
128,0.999250293,0.003247609,0.186098829,0.02347957,0.026727177,1.00E-04,0.996780992,1.770429134,0.186346918,0.293428421,2.063857079
129,0.999248385,0.003143872,0.187799633,0.02293537,0.026079269,1.00E-04,0.996792316,1.784024239,0.17827186,0.293220103,2.077244282
130,0.99924612,0.003155895,0.190815926,0.023104103,0.026259992,1.00E-04,0.996777594,1.771752477,0.17676799,0.292925239,2.064677715
131,0.999246776,0.003114233,0.185418814,0.022880798,0.025995022,1.00E-04,0.996778011,1.794765234,0.178409994,0.296350271,2.091115713
132,0.999246061,0.004793753,0.188447893,0.023853904,0.028647659,1.00E-04,0.996714532,1.870055079,0.185659036,0.314964443,2.185019493
133,0.999238133,0.012569972,0.189912051,0.029075969,0.04164594,1.00E-04,0.996806443,1.803658485,0.190213606,0.297325969,2.100984573
134,0.999245405,0.0051014,0.187832311,0.025679192,0.030780606,1.00E-04,0.99677074,1.805928826,0.184988469,0.303199649,2.109128952
135,0.999247193,0.007192142,0.188637048,0.024897108,0.032089241,1.00E-04,0.996706784,1.880264163,0.181771606,0.322798908,2.20306325
136,0.999242425,0.004360754,0.19027923,0.024101064,0.028461814,1.00E-04,0.996782959,1.799483299,0.182950661,0.302528977,2.102011919
137,0.999246657,0.004491594,0.186894313,0.022809725,0.027301313,1.00E-04,0.996727109,1.835847974,0.187633112,0.312731236,2.148578882
138,0.999245167,0.004781022,0.191419929,0.023649679,0.028430721,1.00E-04,0.996788263,1.813851357,0.192222759,0.297691196,2.111542463
139,0.999244988,0.00295958,0.187869385,0.022077596,0.025037164,1.00E-04,0.996827841,1.80179143,0.1884664,0.290335059,2.092126608
140,0.999247611,0.002832082,0.189539775,0.021444816,0.024276888,1.00E-04,0.996819079,1.793689966,0.190783888,0.291318268,2.085008144
141,0.999247074,0.00293699,0.18692559,0.021040015,0.023976993,1.00E-04,0.996818841,1.795161605,0.177372918,0.285624921,2.080786705
142,0.99924922,0.002522656,0.189516187,0.020607112,0.023129778,1.00E-04,0.99681735,1.800521255,0.185934231,0.285575718,2.08609724
143,0.999246597,0.003271208,0.186971024,0.020670209,0.023941424,1.00E-04,0.996789336,1.827620268,0.181470528,0.292421907,2.120042324
144,0.999247313,0.002892909,0.188937634,0.02060142,0.023494339,1.00E-04,0.996815622,1.801383615,0.179734021,0.284648001,2.086031437
145,0.999249041,0.00262806,0.189530209,0.020434812,0.023062862,1.00E-04,0.996830642,1.804777265,0.187041864,0.28605476,2.090831518
146,0.999247193,0.003065165,0.186333701,0.020577993,0.023643171,1.00E-04,0.996828496,1.812755227,0.182798415,0.289277762,2.102033138
147,0.999247074,0.002506472,0.191446096,0.020375533,0.022882011,1.00E-04,0.996849656,1.835880876,0.18152228,0.285391599,2.121272564
148,0.99925071,0.002870384,0.190532625,0.01993015,0.022800557,1.00E-04,0.996849239,1.817869663,0.190141335,0.286181986,2.104052305
149,0.999245167,0.003027166,0.190894589,0.019771403,0.022798564,1.00E-04,0.996843219,1.82200253,0.185776204,0.287278086,2.109280825
150,0.999239862,0.003971779,0.190086141,0.027044721,0.031016476,1.00E-05,0.996871889,1.789654613,0.182879671,0.27315414,2.062808752
151,0.99924624,0.003539938,0.188978225,0.026791666,0.030331608,1.00E-05,0.99687916,1.792851329,0.182677388,0.270436436,2.063287497
152,0.999245822,0.003427946,0.188616991,0.026733382,0.030161316,1.00E-05,0.996880233,1.792297602,0.183565632,0.268846959,2.061144352
153,0.99924922,0.003218627,0.188756317,0.026003558,0.029222174,1.00E-05,0.996882796,1.797473788,0.183658659,0.26789549,2.065369368
154,0.999251068,0.00288226,0.188278675,0.025417216,0.028299483,1.00E-05,0.996883869,1.798449636,0.182759717,0.266209781,2.064659595
155,0.999250293,0.002796404,0.187961176,0.024940664,0.02773709,1.00E-05,0.996887684,1.797692537,0.184250101,0.264251947,2.061944246
156,0.999252141,0.002794619,0.189369649,0.024427868,0.027222475,1.00E-05,0.996886015,1.800275207,0.184010625,0.2636002,2.063874722
157,0.999250174,0.002682854,0.188332036,0.023924608,0.026607467,1.00E-05,0.996888161,1.80132103,0.18489866,0.262581259,2.063901663
158,0.999253273,0.002588138,0.18970944,0.023234392,0.025822515,1.00E-05,0.99689436,1.797729611,0.184161589,0.26083073,2.05856061
159,0.99925071,0.00250746,0.188993633,0.022939634,0.025447076,1.00E-05,0.996888757,1.801150322,0.185606211,0.260571957,2.061722517
160,0.99924916,0.002663398,0.188366756,0.02261566,0.025279064,1.00E-05,0.996895611,1.802170038,0.184458375,0.259374797,2.061544418
161,0.999249995,0.002502571,0.188366145,0.02237298,0.024875557,1.00E-05,0.996899068,1.803736329,0.184144899,0.259082973,2.062819481
162,0.999252021,0.00242829,0.18832849,0.021727959,0.024156243,1.00E-05,0.996897519,1.805073857,0.183634281,0.258171231,2.063245535
163,0.999251485,0.002409645,0.188335672,0.021688597,0.024098227,1.00E-05,0.99689734,1.806442618,0.184529588,0.257918537,2.064361095
164,0.999249458,0.002351228,0.189113781,0.021365939,0.023717146,1.00E-05,0.996900976,1.808046937,0.186679006,0.25718081,2.065227985
165,0.999251783,0.002295868,0.189338699,0.02113354,0.023429414,1.00E-05,0.996905684,1.808416605,0.184274703,0.256217837,2.064634323
166,0.999251604,0.002293254,0.1887227,0.02094603,0.023239298,1.00E-05,0.996902883,1.807046294,0.184724808,0.255586773,2.062632799
167,0.999250114,0.002286308,0.190246731,0.020678606,0.022964898,1.00E-05,0.996904612,1.810347557,0.186955914,0.255660623,2.066007853
168,0.999252856,0.002220225,0.190316752,0.020432811,0.02265304,1.00E-05,0.996911228,1.808512926,0.186255187,0.254415363,2.0629282
169,0.999252677,0.002249889,0.190189123,0.02021292,0.022462787,1.00E-05,0.996909916,1.808484435,0.186966822,0.254528612,2.063013554
170,0.999247968,0.002294421,0.189679891,0.020300537,0.022594949,1.00E-05,0.996913373,1.806799173,0.186439514,0.253738701,2.06053853
171,0.999249637,0.002340744,0.189544067,0.0200125,0.022353241,1.00E-05,0.996912539,1.807319283,0.185493097,0.25355038,2.060869217
172,0.999253094,0.002233138,0.189457297,0.019898793,0.022131937,1.00E-05,0.996909916,1.80859375,0.185848489,0.252227277,2.060821056
173,0.999249458,0.002167635,0.189125687,0.01980726,0.02197491,1.00E-05,0.996916354,1.811763167,0.186096311,0.252394468,2.064158201
174,0.999251246,0.002164193,0.188868091,0.019738309,0.021902507,1.00E-05,0.996912718,1.807101727,0.184892237,0.251766622,2.058868408
175,0.999247193,0.002073731,0.18822588,0.018447096,0.020520832,1.00E-04,0.996884704,1.820974827,0.18381539,0.263300329,2.084275246
176,0.999242425,0.003169068,0.189201996,0.020100664,0.023269732,1.00E-04,0.99687165,1.862609744,0.190668419,0.26910615,2.131715775
177,0.999249458,0.002496209,0.188984945,0.019448668,0.021944873,1.00E-04,0.996863961,1.845457196,0.187582433,0.27079609,2.116253853
178,0.999244034,0.002742927,0.191337243,0.018873628,0.021616552,1.00E-04,0.996862233,1.860522866,0.190561295,0.274303645,2.134826183
179,0.99924624,0.002667556,0.189757258,0.018778404,0.021445964,1.00E-04,0.996867418,1.846311808,0.189338192,0.269765288,2.116077662
180,0.999244869,0.002306692,0.188810661,0.01831202,0.020618696,1.00E-04,0.996863961,1.859379649,0.191853687,0.27183193,2.131211281
181,0.999244094,0.002579722,0.188839078,0.018226843,0.020806575,1.00E-04,0.996880889,1.852793336,0.187570453,0.269255549,2.122049332
182,0.999243915,0.002456265,0.19207412,0.018001666,0.02045791,1.00E-04,0.996881723,1.857671976,0.182200983,0.272074401,2.129746199
183,0.999245405,0.002069144,0.187360018,0.017544778,0.01961392,1.00E-04,0.996886015,1.847267151,0.18853119,0.269368887,2.116636276
184,0.999245584,0.001980812,0.191184461,0.017280966,0.019261764,1.00E-04,0.996873796,1.852172494,0.185942784,0.270044714,2.122216463
185,0.999245167,0.001876667,0.192728743,0.017061424,0.018938085,1.00E-04,0.996872127,1.855722666,0.187953636,0.26882109,2.124543667
186,0.999243498,0.001903851,0.186370343,0.017149199,0.019053044,1.00E-04,0.996877253,1.851438522,0.182596341,0.26863113,2.120069504
187,0.99924475,0.001999372,0.190441012,0.017172659,0.019172028,1.00E-04,0.996887267,1.860628843,0.186275288,0.268116981,2.128746271
188,0.999244034,0.002487697,0.189966798,0.017132191,0.019619886,1.00E-04,0.996855617,1.899855137,0.186260536,0.276854187,2.176709175
189,0.99924463,0.002864717,0.189507008,0.017837729,0.020702455,1.00E-04,0.996758103,2.038077354,0.182233691,0.302831948,2.340909004
190,0.999234796,0.015180196,0.190398604,0.02161926,0.036799449,1.00E-04,0.996702969,2.018764973,0.190789238,0.315634787,2.334399939
191,0.999232888,0.009774041,0.189755291,0.023452869,0.033226922,1.00E-04,0.996841311,1.9254421,0.187035665,0.287288338,2.212730408
192,0.999245524,0.002472448,0.193458855,0.01883794,0.021310369,1.00E-04,0.996908903,1.846113443,0.191298366,0.268538922,2.114652395
193,0.999245584,0.002410227,0.19230102,0.017299695,0.019709909,1.00E-04,0.99689734,1.852588296,0.180425972,0.266071022,2.118659019
194,0.999242723,0.001753598,0.191292271,0.016160835,0.017914435,1.00E-04,0.996897101,1.835529327,0.189122647,0.264338464,2.099867582
195,0.999243498,0.001619718,0.189109698,0.015873609,0.017493328,1.00E-04,0.996896684,1.847925663,0.185493529,0.263846874,2.111772776
196,0.999241948,0.001762395,0.187621444,0.015653985,0.01741638,1.00E-04,0.996881962,1.850455284,0.183834001,0.267948985,2.118404388
197,0.999245822,0.001731226,0.191549584,0.01557107,0.017302293,1.00E-04,0.996885121,1.844251871,0.18588163,0.262917608,2.107169628
198,0.999247611,0.001669481,0.189576671,0.015669489,0.017338971,1.00E-04,0.996893704,1.852967381,0.195133194,0.266764194,2.119731426
199,0.999245167,0.00156575,0.189061731,0.015611166,0.017176913,1.00E-04,0.996901155,1.853148222,0.196719378,0.266126484,2.119274616
